Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Bathtub features (product.metafields.shopify.bathtub-features),Blade material (product.metafields.shopify.blade-material),Coating/Sealant application (product.metafields.shopify.coating-sealant-application),Color (product.metafields.shopify.color-pattern),Connecting thread (product.metafields.shopify.connecting-thread),Door closer design (product.metafields.shopify.door-closer-design),Drain location (product.metafields.shopify.drain-location),Durability features (product.metafields.shopify.durability-features),Flush system (product.metafields.shopify.flush-system),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Handle material (product.metafields.shopify.handle-material),Hardware finish (product.metafields.shopify.hardware-finish),Hardware material (product.metafields.shopify.hardware-material),Item condition (product.metafields.shopify.item-condition),Item material (product.metafields.shopify.item-material),Light temperature (product.metafields.shopify.light-temperature),Lubricant dispenser type (product.metafields.shopify.lubricant-dispenser-type),Masonry product form (product.metafields.shopify.masonry-product-form),Material (product.metafields.shopify.material),Mounting type (product.metafields.shopify.mounting-type),Power source (product.metafields.shopify.power-source),Recommended use (product.metafields.shopify.recommended-use),Security level (product.metafields.shopify.security-level),Shape (product.metafields.shopify.shape),Style (product.metafields.shopify.style),Suitable for door type (product.metafields.shopify.suitable-for-door-type),Suitable for material type (product.metafields.shopify.suitable-for-material-type),Suitable space (product.metafields.shopify.suitable-space),Toilet shape (product.metafields.shopify.toilet-shape),Wall patching application (product.metafields.shopify.wall-patching-application),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
10-wall-mounted-2-way-pressure-balance-rainfall-shower-system-with-handheld-sprayer-rose-gold,"10"" Wall Mounted 2 Way Pressure Balance Rainfall Shower System with Handheld Sprayer Rose Gold","<p>TOP QUALITY: This shower combo set contains only top-quality selected metal parts. The faucet body, 10 inch ultra-thin pressurized Rain shower head, 59 inches shower hose, wall mounted shower arm, shower holder even the embedded valve body are all made of brass material, which made it more durable than those made from stainless steel and plastic.</p>
<p>HIGH PRESSURE: High Pressure Shower Mixer Valve Cupc Certified, 9.4 Liters a minute , Max 80 PSI, ensure higher pressure water to the rain shower head and handheld and spout, the cartridge with cUPC certification, make sure you can enjoy a smooth shower even at low water pressure area</p>
<p>2-FUNCTION WITH ONE SWITCH: Our shower valve comes with built-in diverter. Ceramic disc diverter valve provides smooth and easy function-switching operations , you can choose among 2 shower settings with one switch.</p>
<p>EASY INSTALLATION GUARANTEED: Designed to easily install with standard U.S / Canada plumbing connections, Standard 1/2"" NPT tapered threads, CUPC Certified.</p>
<p>Warranty : Limited Lifetime Warranty.</p>",FaucetWorld,Hardware > Plumbing > Plumbing Fixture Hardware & Parts > Shower Parts > Shower Heads,,,true,Title,Default Title,,,,,,,,,4700.0,shopify,6,deny,manual,269.99,324.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/Photo-1708653223178.jpg?v=1768438205,1,,false,,,581,,,,,,,,,,,,,,,,rose-gold,,,,,,,,,brass,,,,,,,,,,,rectangular; square,,,,,,,,,,,,kg,,0.00,active
10-wall-mounted-3-way-pressure-balance-rainfall-shower-system-with-tub-spout-rose-gold,"10"" Wall Mounted 3 Way Pressure Balance Rainfall Shower System with Tub Spout Rose Gold","<p>TOP QUALITY: This shower combo set contains only top-quality selected metal parts. The faucet body, 10 inch ultra-thin pressurized Rain shower head, 59 inches shower hose, wall mounted shower arm, shower holder even the embedded valve body are all made of brass material, which made it more durable than those made from stainless steel and plastic.</p>
<p>HIGH PRESSURE: High Pressure Shower Mixer Valve Cupc Certified, 9.4 Liters a minute , Max 80 PSI, ensure higher pressure water to the rain shower head and handheld and spout, the cartridge with cUPC certification, make sure you can enjoy a smooth shower even at low water pressure area</p>
<p>3-FUNCTION WITH ONE SWITCH: Our shower valve comes with built-in diverter. Ceramic disc diverter valve provides smooth and easy function-switching operations , you can choose among 3 shower settings with one switch.</p>
<p>EASY INSTALLATION GUARANTEED: Designed to easily install with standard U.S / Canada plumbing connections, Standard 1/2"" NPT tapered threads, CUPC Certified.</p>
<p>Warranty : Limited Lifetime Warranty.</p>",FaucetWorld,Hardware > Plumbing > Plumbing Fixtures > Faucets > Bathtub & Shower Faucets,,,true,Title,Default Title,,,,,,,,,5000.0,shopify,8,deny,manual,339.99,409.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/Photo-1708653682473.jpg?v=1768438683,1,,false,,,2032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brass,,,,,,,,,,,,,,,,,kg,,,active
10-wall-mounted-2-way-pressure-balance-rainfall-shower-system-with-handheld-sprayer-matt-black,"10"" Wall Mounted 2 Way Pressure Balance Rainfall Shower System with Handheld Sprayer Matt Black","<p>TOP QUALITY: This shower combo set contains only top-quality selected metal parts. The faucet body, 10 inch ultra-thin pressurized Rain shower head, 59 inches shower hose, wall mounted shower arm, shower holder even the embedded valve body are all made of brass material, which made it more durable than those made from stainless steel and plastic.</p>
<p>HIGH PRESSURE: High Pressure Shower Mixer Valve Cupc Certified, 9.4 Liters a minute , Max 80 PSI, ensure higher pressure water to the rain shower head and handheld and spout, the cartridge with cUPC certification, make sure you can enjoy a smooth shower even at low water pressure area</p>
<p>2-FUNCTION WITH ONE SWITCH: Our shower valve comes with built-in diverter. Ceramic disc diverter valve provides smooth and easy function-switching operations , you can choose among 2 shower settings with one switch.</p>
<p>EASY INSTALLATION GUARANTEED: Designed to easily install with standard U.S / Canada plumbing connections, Standard 1/2"" NPT tapered threads, CUPC Certified.</p>
<p>Warranty : Limited Lifetime Warranty.</p>",FaucetWorld,Hardware > Plumbing > Plumbing Fixture Hardware & Parts > Shower Parts > Shower Heads,,,true,Title,Default Title,,,,,,,,,4700.0,shopify,18,deny,manual,249.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/Photo-1708652957616.jpg?v=1768438205,1,,false,,,581,,,,,,,,,,,,,,,,black,,,,,,,,,brass,,,,,,,,,,,rectangular; round,,,,,,,,,,,,kg,,,active
10-wall-mounted-3-way-pressure-balance-rainfall-shower-system-with-tub-spout-black,"10"" Wall Mounted 3 Way Pressure Balance Rainfall Shower System with Tub Spout Matt Black","<p>TOP QUALITY: This shower combo set contains only top-quality selected metal parts. The faucet body, 10 inch ultra-thin pressurized Rain shower head, 59 inches shower hose, wall mounted shower arm, shower holder even the embedded valve body are all made of brass material, which made it more durable than those made from stainless steel and plastic.</p>
<p>HIGH PRESSURE: High Pressure Shower Mixer Valve Cupc Certified, 9.4 Liters a minute , Max 80 PSI, ensure higher pressure water to the rain shower head and handheld and spout, the cartridge with cUPC certification, make sure you can enjoy a smooth shower even at low water pressure area</p>
<p>3-FUNCTION WITH ONE SWITCH: Our shower valve comes with built-in diverter. Ceramic disc diverter valve provides smooth and easy function-switching operations , you can choose among 3 shower settings with one switch.</p>
<p>EASY INSTALLATION GUARANTEED: Designed to easily install with standard U.S / Canada plumbing connections, Standard 1/2"" NPT tapered threads, CUPC Certified.</p>
<p>Warranty : Limited Lifetime Warranty.</p>",FaucetWorld,Hardware > Plumbing > Plumbing Fixtures > Faucets > Bathtub & Shower Faucets,,,true,Title,Default Title,,,,,,,,,5000.0,shopify,26,deny,manual,324.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/Photo-1708653678139.jpg?v=1768438683,1,,false,,,2032,,,,,,,,,,,,,,,,black,,,,,,,,,brass,,,,,,brass,,,,,,,,,,,,,,,,,kg,,,active
10-wall-mounted-2-way-pressure-balance-rainfall-shower-system-with-handheld-sprayer,"10"" Wall Mounted 2 Way Pressure Balance Rainfall Shower System with Handheld Sprayer","<ul class=""a-unordered-list a-vertical a-spacing-none"">
<li>
<span class=""a-list-item"">TOP QUALITY: This shower combo set contains only top-quality selected metal parts. The faucet body, 10 inch ultra-thin pressurized </span>Rain shower head, 59 inches shower hose, wall mounted shower arm, shower holder even the embedded valve body are all made of brass material, which made it more durable than those made from stainless steel and plastic.</li>
<li>
<span class=""a-list-item"">HIGH PRESSURE: High Pressure Shower Mixer Valve Cupc Certified,  9.4 Liters a minute , Max 80 PSI, </span>ensure higher pressure water to the rain shower head and handheld and spout, the cartridge with cUPC certification, make sure you can enjoy a smooth shower even at low water pressure area</li>
<li><span class=""a-list-item"">2-FUNCTION WITH ONE SWITCH: Our shower valve comes with built-in diverter. Ceramic disc diverter valve provides smooth and easy function-switching operations , you can choose among 2 shower settings with one switch.</span></li>
<li><span class=""a-list-item"">EASY INSTALLATION GUARANTEED: Designed to easily install with standard U.S / Canada plumbing connections, Standard 1/2"" NPT tapered threads, CUPC Certified.</span></li>
<li>Warranty : Limited Lifetime Warranty.</li>
</ul>",FaucetWorld,Hardware > Plumbing > Plumbing Fixture Hardware & Parts > Shower Parts > Shower Heads,,,true,Title,Default Title,,,,,,,,,5000.0,shopify,16,deny,manual,244.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/Photo-1708652955321.jpg?v=1768438205,1,,false,,,581,,,,,,,,,,,,,,,,silver,,,,,,,,,brass,,,,,,,,,,,rectangular; square,,,,,,,,,,,,kg,,,active
10-wall-mounted-3-way-pressure-balance-rainfall-shower-system-with-tub-spout-chrome,"10"" Wall Mounted 3 Way Pressure Balance Rainfall Shower System with Tub Spout Chrome","<ul class=""a-unordered-list a-vertical a-spacing-none"">
<li>
<span class=""a-list-item"">TOP QUALITY: This shower combo set contains only top-quality selected metal parts. The faucet body, 10 inch ultra-thin pressurized </span>Rain shower head, 59 inches shower hose, wall mounted shower arm, shower holder even the embedded valve body are all made of brass material, which made it more durable than those made from stainless steel and plastic.</li>
<li>
<span class=""a-list-item"">HIGH PRESSURE: High Pressure Shower Mixer Valve Cupc Certified,  9.4 Liters a minute , Max 80 PSI, </span>ensure higher pressure water to the rain shower head and handheld and spout, the cartridge with cUPC certification, make sure you can enjoy a smooth shower even at low water pressure area</li>
<li><span class=""a-list-item"">3-FUNCTION WITH ONE SWITCH: Our shower valve comes with built-in diverter. Ceramic disc diverter valve provides smooth and easy function-switching operations , you can choose among 3 shower settings with one switch.</span></li>
<li><span class=""a-list-item"">EASY INSTALLATION GUARANTEED: Designed to easily install with standard U.S / Canada plumbing connections, Standard 1/2"" NPT tapered threads, CUPC Certified.</span></li>
<li>Warranty : Limited Lifetime Warranty.</li>
</ul>",FaucetWorld,Hardware > Plumbing > Plumbing Fixtures > Faucets > Bathtub & Shower Faucets,,,true,Title,Default Title,,,,,,,,,5000.0,shopify,9,deny,manual,324.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/Photo-1708653673714.jpg?v=1767146796,1,,false,,,2032,,,,,,,,,,,,1,,,,silver,,,,,,,,,,,,,,,brass; metal,,,,,,,,,,,,,,,,,kg,,,active
smart-toilet-high-version,Smart Toilet-High Version,"<h2><strong>PRODUCT DESCRIPTIONS</strong></h2>
<p>In Store Pick Up Only</p>
<p>High Version<br>Foot touch flushing<br>In-built aromatherapy<br>Female washing</p>
<p>Hip Cleaning</p>
<p>Massage washing</p>
<p>Self-cleaning nozzle</p>
<p>One key stop<br>Position adjustment<br>Water heated instantly<br>Seat Induction<br>Seat heating<br>Foot touch open cover</p>
<p>Foot touch open seat</p>
<p>Warm air drying</p>
<p>Wind temperature adjustment</p>
<p>Water temperature adjustment</p>
<p>Auto flushing</p>
<p>Flush during power failure</p>
<p>Mute slow down</p>
<p>Night light</p>
<p>Leakage protection</p>
<p>Energy saving</p>
<p>Auto open/close the cover</p>
<p>Decorated light</p>
<p>Double filtration</p>
<p>One Key Side Knob</p>
<p>Anti-fouling glaze</p>
<p>Flame retardant material</p>
<p>Anti bacterium seating</p>
<p>Digital display screen</p>
<p>Remote control</p>",FaucetWorld,Hardware > Plumbing > Plumbing Fixtures > Toilets & Bidets > Toilets > One-Piece Toilets,,,true,Title,Default Title,,,,,,,,,0.0,shopify,4,deny,manual,799.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/K2-1-01_01.jpg?v=1764117186,1,,false,,,1921,,,,,,,,,,,,,,,,white,,,,,single,,,,,,,,,,ceramic,,,,,,,,,,elongated,,,,,,,kg,,,active
led-mirror-36x32,"LED Mirror 36""X32"" Im Store Pick Up ONLY","<p>PRODUCT DESCRIPTIONS</p>
<p>Front Lighting Technology</p>
<p>    Copper Free Mirror</p>
<p>    Aluminum Back Support Frame</p>
<p>    Built in Demister</p>
<p>     Suit for Damp Location</p>
<p>     Built in Radar Sensor, Touch Sensor, Color temperature changeable</p>",FaucetWorld,Home & Garden > Decor > Mirrors,,,true,Title,Default Title,,,,,,,,,0.0,shopify,2,deny,manual,159.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/rn-image_picker_lib_temp_dab88daf-4ca6-4889-adb7-c5ec9df7a6d5.jpg?v=1764116941,1,,false,,,595,,,,,,,,,,,,,,,,silver,,,,,,,,,,,,,,,,,,,,rectangular,,,,,,,,,,,,kg,,,active
led-mirrors-28x32,"LED Mirrors 28""X32"" In Store Pick Up ONLY","<p>PRODUCT DESCRIPTIONS</p>
<p>Front Lighting Technology</p>
<p>    Copper Free Mirror</p>
<p>    Aluminum Back Support Frame</p>
<p>    Built in Demister</p>
<p>     Suit for Damp Location</p>
<p>     Built in Radar Sensor, Touch Sensor, Color temperature changeable</p>",FaucetWorld,Home & Garden > Decor > Mirrors,,,true,Title,Default Title,,,,,,,,,0.0,shopify,2,deny,manual,149.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/rn-image_picker_lib_temp_5a6e3a67-db5c-436f-8566-bff835cee4f6.jpg?v=1764116645,1,,false,,,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
led-mirror-24x32,"LED MIRROR 24""X32"" In Store Pick Up ONLY","<h2><strong>PRODUCT DESCRIPTIONS</strong></h2>
<ol>
<li><strong>Front Lighting Technology</strong></li>
<li><strong>    Copper Free Mirror</strong></li>
<li><strong>    Aluminum Back Support Frame</strong></li>
<li><strong>    Built in Demister</strong></li>
<li><strong>     Suit for Damp Location</strong></li>
<li><strong>     Built in Radar Sensor, Touch Sensor, Color temperature changeable</strong></li>
</ol>",FaucetWorld,Home & Garden > Decor > Mirrors,,,true,Title,Default Title,,,,,,,,,0.0,shopify,5,deny,manual,129.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/24X32LEDMIRROR.jpg?v=1764116429,1,,false,,,595,,,,,,,,,,,,,,,,silver,,,,,,,,,,,,,,,,,,,,rectangular,,,,,,,,,,,,kg,,,active
dual-flush-elongated-one-piece-toilet-bowl-soft-close-seat-with-high-efficiency-dual-flush-in-white,Dual-Flush Elongated One Piece Toilet Bowl - Soft Close Seat with High Efficiency Dual Flush in White,"<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li class=""a-spacing-mini""><span class=""a-list-item""><span>In Store Pick Up Only</span></span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">DUAL-FLUSH TECHNOLOGY - High-efficiency dual flush - 1 / 1.6 gallon per flush (GPF) conserves water, reduces your environmental footprint while reducing your utility bills.</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">HYGIENIC &amp; COMFORTABLE - The seamless glazed one-piece design makes for easy cleaning. The elongated siphon action bowl adds comfort during use, a fully-glazed 2"" trapway for efficient waste disposal, and the slow-closing seat cover provides added convenience.</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">ELEGANT &amp; DURABLE - The chrome-plated top button adds an elegant touch, and the one-piece construction with high-quality materials ensures durability. A modern and stylish design perfectly suited for any modern bathroom decor.</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">EASY INSTALLATION - The package includes a one-piece toilet, soft closing toilet seat, flush valve</span></li>
</ul>",FaucetWorld,Hardware > Plumbing > Plumbing Fixtures > Toilets & Bidets > Toilets > One-Piece Toilets,,,true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,189.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/rn-image_picker_lib_temp_aa2db69f-cf9e-41d7-83c7-292e869f67d4.png?v=1763496456,1,,false,,,1921,,,,,,,,,,,,,,,,white,,,,,,,,,,,,,,,ceramic,,,,,,,,,,elongated,,,,,,,kg,,,active
widespread-faucet-crystal-2-handle-bathroom-faucet-with-3-holes,Widespread Faucet Crystal 2-Handle Bathroom Faucet with 3 Holes,"<p>Features</p>
<p>This 3-hole deck-mounted bathroom faucet uses Korean high-quality brass valves, which are durable.</p>
<p>Very beautiful effluent water effect.</p>
<p>Advanced plating technology for  brush nickel, brushed gold,  durable and colorfast doesn't leave fingerprints.</p>
<p>3-Holes mount compatible with widespread installations at any distance between 6"" and 12"" holes.</p>
<p>‎Lifetime Limited Warranty.</p>
<p>Beautiful Crystal Handles.</p>
<p>The dual-function deck is equipped with a 3-hole basin faucet and a brass spout. The water has a beautiful vision.</p>",FaucetWorld,,Vanity Faucets,,true,Color,Chrome,,,,,,,,,0.0,shopify,11,deny,manual,199.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/20250617-211503.jpg?v=1750209880,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/M2100C-72737.jpg?v=1750209880,kg,,,active
widespread-faucet-2-handle-bathroom-faucet-with-3-holes-1,Widespread Faucet 2-Handle Bathroom Faucet with 3 Holes,"<h4 data-hb-id=""Heading"" class=""_1fat8tg63 _1fat8tg18y _17bqy947 _17bqy949"">Features</h4>
<ul class=""BulletList BulletList--withPadding"">
<li class=""BulletList-listItem"">This 3-hole deck-mounted bathroom faucet uses Korean high-quality brass valves, which are durable.</li>
<li class=""BulletList-listItem"">Very beautiful effluent water effect.</li>
<li class=""BulletList-listItem"">Advanced plating technology, durable and colorfast.</li>
<li class=""BulletList-listItem"">3-Holes mount compatible with widespread installations at any distance between 6"" and 12"" holes.</li>
<li class=""BulletList-listItem"">‎Lifetime Limited Warranty.</li>
<li class=""BulletList-listItem"">High Quality Brass Material.</li>
<li class=""BulletList-listItem"">1.5 gallons per minute.</li>
<li class=""BulletList-listItem"">The dual-function deck is equipped with a 3-hole basin faucet and a brass waterfall spout. The water has a beautiful vision. The square corner line design has a graceful sense of line. The brass body with a brushed nickel finish is the perfect filling for your bathroom.</li>
</ul>",FaucetWorld,Hardware > Plumbing > Plumbing Fixtures > Faucets > Bathroom Sink Faucets,Vanity Faucets,,true,Color,Chrome,,,,,,,,,0.0,shopify,8,deny,manual,164.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/20250617-205302.jpg?v=1750208322,1,,false,,,2032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/M1370CW-_5.jpg?v=1750208322,kg,,,active
drinking-water-faucet-for-kitchen-sink-lead-free-reverse-osmosis-faucet,"Drinking Water Faucet for Kitchen Sink,Lead-Free, Reverse Osmosis Faucet","<p><span>Upgrade your kitchen with our Lead-Free Drinking Water Faucet! Designed for your sink, this Reverse Osmosis Faucet provides 100% clean and safe drinking water. Say goodbye to harmful contaminants and hello to peace of mind. A must-have for any health-conscious household.</span></p>",FaucetWorld,,,,true,Color,Chrome,,,,,,,,,0.0,shopify,0,deny,manual,69.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/rn-image_picker_lib_temp_42b03fce-61bb-49e0-98aa-52d5dd00094c.jpg?v=1738350369,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
soap-dispenser-for-kitchen-sink,Soap Dispenser for Kitchen Sink,"<p><span>This soap dispenser is a convenient addition to any kitchen sink. Made from durable stainless steel material, it is available in a variety of stylish colors:  chrome, brushed nickel, black, and brushed gold. Easily dispense your favorite soap with this sleek and functional accessory.</span></p>",FaucetWorld,,,,true,Color,Chrome,,,,,,,,,0.0,shopify,25,deny,manual,24.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/rn-image_picker_lib_temp_d383df6b-c6f2-4f8c-9174-baa303f682aa.png?v=1738348614,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
ventilation-fan-c-110,VENTILATION FAN C-110,"<ul>
<li>110 CFM ( Air Volume )</li>
<li>1.0 Sones</li>
<li>0.25 Sones</li>
<li>120V/60Hz (Power Rating)</li>
<li>Super Quiet</li>
<li>Energy Efficient</li>
<li>High Power</li>
<li>Power consumption 30 watts</li>
</ul>",FaucetWorld,Home & Garden > Household Appliances > Climate Control Appliances > Fans > Ventilation Fans,,,true,Title,Default Title,,,,,,,,,0.0,shopify,6,deny,manual,96.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/Image-20240321150740-1.jpg?v=1738087759,1,,false,,,4485,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
door-lock-lever-passage-matte-black,DOOR LOCK LEVER PASSAGE MATTE BLACK,"<ul class=""unstyled"">
<li class=""information-attribute"">
<span class=""attribute-title"">Features :</span><span> </span><span class=""attribute-value"">1.Fit 35-45mm door thickness; 2.Reversible for left or right-handed doors;3.Adjustable latch 60/70mm backsets.4 .Meets ANSI Grade 3 standard.</span>
</li>
<li class=""information-attribute"">
<span class=""attribute-title"">Brand Name :</span><span> </span><span class=""attribute-value"">Tough Guard</span>
</li>
</ul>",FaucetWorld,Hardware > Locks & Keys > Locks & Latches,,,true,Title,Default Title,,,,,,,,,0.0,shopify,6,deny,manual,26.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/100223-1-B.jpg?v=1733882442,1,,false,,,503730,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,,medium,,,,,,,,,,,,,kg,,,active
door-lock-lever-passage-satin-nickel,DOOR LOCK LEVER PASSAGE SATIN NICKEL,"<ul class=""unstyled"">
<li class=""information-attribute"">
<span class=""attribute-title"">Features :</span><span> </span><span class=""attribute-value"">1.Fit 35-45mm door thickness; 2.Reversible for left or right-handed doors;3.Adjustable latch 60/70mm backsets.4 .Meets ANSI Grade 3 standard.</span>
</li>
<li class=""information-attribute"">
<span class=""attribute-title"">Brand Name :</span><span> </span><span class=""attribute-value"">Tough Guard</span>
</li>
</ul>",FaucetWorld,Hardware > Locks & Keys > Locks & Latches,,,true,Title,Default Title,,,,,,,,,0.0,shopify,6,deny,manual,26.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/100222-1-B.jpg?v=1733882360,1,,false,,,503730,,,,,,,,,,,,,,,,silver,,,,,,,,,,,,,,,metal,,,,medium,,,,,,,,,,,,,kg,,,active
door-lock-lever-entry-matte-black,DOOR LOCK LEVER ENTRY MATTE BLACK,"<ul class=""unstyled"">
<li class=""information-attribute"">
<span class=""attribute-title"">Features :</span><span> </span><span class=""attribute-value"">1.Fit 35-45mm door thickness; 2.Reversible for left or right-handed doors;3.Adjustable latch 60/70mm backsets.4 .Meets ANSI Grade 3 standard.</span>
</li>
<li class=""information-attribute"">
<span class=""attribute-title"">Brand Name :</span><span> </span><span class=""attribute-value"">Tough Guard</span>
</li>
</ul>",FaucetWorld,Hardware > Locks & Keys > Locks & Latches,,,true,Title,Default Title,,,,,,,,,0.0,shopify,5,deny,manual,27.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/100123-1-B.jpg?v=1733882245,1,,false,,,503730,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,,medium,,,,,,,,,,,,,kg,,,active
door-lock-lever-entry-satin-nickel,DOOR LOCK LEVER ENTRY SATIN NICKEL,"<ul class=""unstyled"">
<li class=""information-attribute"">
<span class=""attribute-title"">Features :</span><span> </span><span class=""attribute-value"">1.Fit 35-45mm door thickness; 2.Reversible for left or right-handed doors;3.Adjustable latch 60/70mm backsets.4 .Meets ANSI Grade 3 standard.</span>
</li>
<li class=""information-attribute"">
<span class=""attribute-title"">Brand Name :</span><span> </span><span class=""attribute-value"">Tough Guard</span>
</li>
</ul>",FaucetWorld,Hardware > Locks & Keys > Locks & Latches,,,true,Title,Default Title,,,,,,,,,0.0,shopify,12,deny,manual,27.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/100122-1-B.jpg?v=1733882092,1,,false,,,503730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
door-lock-lever-dummy-matte-black,DOOR LOCK LEVER DUMMY MATTE BLACK,"<ul class=""unstyled"">
<li class=""information-attribute"">
<span class=""attribute-title"">Features :</span><span> </span><span class=""attribute-value"">1.Fit 35-45mm door thickness; 2.Reversible for left or right-handed doors;3.Adjustable latch 60/70mm backsets.4 .Meets ANSI Grade 3 standard.</span>
</li>
<li class=""information-attribute"">
<span class=""attribute-title"">Brand Name :</span><span> </span><span class=""attribute-value"">Tough Guard</span>
</li>
</ul>",FaucetWorld,Hardware > Locks & Keys > Locks & Latches,,,true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,14.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/100423-1-B.jpg?v=1733881857,1,,false,,,503730,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,,,brass,,,,medium,,,,,,,,,,,,,kg,,,active
door-lock-lever-dummy-satin-nickel,DOOR LOCK LEVER DUMMY SATIN NICKEL,"<ul class=""unstyled"">
<li class=""information-attribute"">
<span class=""attribute-title"">Features :</span><span> </span><span class=""attribute-value"">1.Fit 35-45mm door thickness; 2.Reversible for left or right-handed doors;3.Adjustable latch 60/70mm backsets.4 .Meets ANSI Grade 3 standard.</span>
</li>
<li class=""information-attribute"">
<span class=""attribute-title"">Brand Name :</span><span> </span><span class=""attribute-value"">Tough Guard</span>
</li>
</ul>",FaucetWorld,Hardware > Locks & Keys > Locks & Latches,,,true,Title,Default Title,,,,,,,,,0.0,shopify,4,deny,manual,14.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/100422-1-B.jpg?v=1733881715,1,,false,,,503730,,,,,,,,,,,,,,,,silver,,,,,,,,,,,,,,,metal,,,,medium,,,,,,,,,,,,,kg,,,active
